REG_KEY|CONTACT_ID|FIRM_NAME|OWNER_OPERATOR_NUMBER
127012|3245770|Jiaxing Haines Textile Co.,Ltd.|10035647
127024|3215045|Ahwon Medi Instrument|10035651
127040|2693497|Taller Optico Excel S.A. de C.V.|10035656
127060|2703782|A.J. Wilcock Pty Ltd.|10035669
127066|3265335|Quanta Aesthetic Lasers USA, LLC|10035671
127078|2694523|Withings (France) S.A.|10035674
127097|2693959|SHENZHEN EGAMHOME PRODUCTS CO., LTD.|10035681
127100|2927786|Shetel Industries LLC|10035682
127103|2703877|mytaMed, inc.|10035684
127107|1917687|ZIMMER, INC.|1822565
127116|2694973|TENSproducts, Inc.|10035690
127119|2703942|Molecular Products Inc|10035691
127123|1939993|Grand Healthcare Co., Ltd.|10026229
127148|2930044|Effcon Laboratories Inc|10035699
127154|2572170|HRS Co., Ltd.|10035700
127164|2694229|W J Holdings, LLC|10035703
127169|2763295|Mayborn Baby and Child  / Jackel International Ltd|10034113
127178|3605001|Park Dental Research Corp|10035707
127179|2693236|ENGINEERED ELASTOMER SOLUTIONS|10035706
127220|4585842|WENZHOU YIYU IMPORT AND EXPORT CO.,LTD|10035720
127228|2795891|Eclipse MedCorp LLC|10035723
127234|3014993|Clinical Technology Inc.|10035724
127244|2694427|ConvaMed Shanghai Medical Device Co., Ltd.|10035725
127245|2694400|Apothicom Distribution|10035727
127247|2704177|R&R Industrial Ltd|10035726
127279|2694545|Beijing Starlight Science & Technology Development Co., Ltd.|10035736
127281|2664975|Autochair Ltd|10035737
127292|2694569|IlluminOss Medical Inc.|10035738
127293|4765052|MEDTRONIC INC.|2112641
127298|2694004|TeleEMG, LLC|10035741
127318|2694633|CLIAwaived,Inc.|10035746
127322|2932825|JIA DING Precision Industry Co Ltd|10035747
127353|2694874|KJ Meditech Co., Ltd.|10035757
127362|2704493|Wenzhou Olive Optical Co., Ltd.|10035762
127370|2930053|Post Medical, Inc.|10035763
127387|2694976|AnQing AiJing Textile Co., Ltd.|10035773
127390|2694979|Lianyungang Anson Non Woven Product Co., Ltd.|10035774
127393|2693974|TyTek Medical Inc|10035776
127395|3674961|AMD GLOBAL TELEMEDICINE, INC.|9050596
127398|2957233|DOXA DENTAL AB|9046513
127405|2957512|SD Biosensor, Inc.|10035779
127407|2695032|Milestone Medical Technologies, Inc.|10035782
127426|1929522|HEALTHCARE TECHNOLOGY INTERNATIONAL LTD.|9058334
127436|2704438|Neurosoft LTD|10035792
127443|2695068|Ready America, Inc.|10035793
127463|2955868|SAWBROS INDUSTRIES PVT LTD|10035799
127472|3266036|GL DIABETES CORPORATION|10035802
127487|2785255|ACTION MEDICAL MARKETING PVT LTD|10035809
127490|2704574|ProEdge Dental Products|9045179
127520|2695558|Jorgensen Laboratories, Inc.|10035827
127539|2704202|Plexus Information Systems Inc|10035840
127540|2693932|BEMER Int. AG|10035841
127546|2695598|Eyejusters Ltd|10035843
127552|2695792|Foshan United Medical Technologies Ltd|10035844
127554|2695261|DYSIS Medical|10035845
127558|2521728|DOSISOFT|10035847
127561|2666279|CRF Health|10035848
127562|2695664|AMS Diagnostics|10035849
127570|2696143|Tipton Eyeworks|10035854
127577|2695745|Loro Piana SpA|10035859
127588|2876241|BEIJING FANXING GUANGDIAN MEDICAL TREATMENT EQUIPMENT CO LTD|10035860
127595|4134959|SpineGuard, Inc.|10035862
127596|2780348|EKLA Corporation|10035863
127604|2704778|Yancheng Huida Glass Instruments Co., Ltd.|10035865
127626|2915247|B Holding Group, LLC|10035879
127628|2695942|Tianjin Medicines & Health Products Imp. & Exp. Corp.|10035880
127669|2704809|Nanosonics, Inc.|10035891
127689|2704759|Pharmacaribe LLC|10035899
127727|2086070|WILLIAM DEMANT HOLDING A/S|8010048
127730|2696462|Precision Endoscopy|10035904
127741|2696323|Connexall USA, Inc.|10035909
127744|2696520|Asa Dental USA Corp.|10035910
127766|2696652|Klingel medical metal GmbH|10035920
127768|2906923|ORLIMAN SLU|10035921
127789|2704940|Handae Chemical Co., Ltd|10035933
127790|2696873|Altus Partners|10035934
127792|3255028|PERKINELMER, INC.|9912035
127813|3555859|Great Lakes NeuroTechnologies Inc.|10035940
127839|3255084|TRIBEST DENTAL PRODUCTS CO LTD|10035953
127840|2697120|Art Craft Optical Co., Inc.|10035954
127848|2697208|KIKGEL|10035965
127856|2776268|Flamingo Development Ltd|10035967
127857|3255028|PERKINELMER, INC.|9912035
127860|2697363|PosturePals Pty Ltd|10035968
127861|2806136|Chrome Hearts Eyewear LLC|10035969
127870|2696413|SC Euromedica SRL|10035977
127907|2695923|Dimesol USA, LLC.|10035998
127908|2697755|Ion Medical Inc|10035999
127910|2927313|G SURGICAL LLC|9096480
127930|3245020|Hangzhou Kangji Medical Instrument Co., Ltd.|10033746
127934|2713173|FORESEESON CUSTOM DISPLAYS, INC.|10036004
127942|2926231|Refocus Group, Inc.|10036005
127950|2697988|RCM Enterprise LLC|10036008
127959|2663698|Skanray Technologies Pvt Ltd|10036010
127963|2698042|A-PRO BICYCLES INC (KUNSHAN) CO., LTD|10036011
127965|2698057|TELCOR Inc|10036012
127967|2696612|Precise Ocular Prosthetics LLC|10036013
127970|2696612|Precise Ocular Prosthetics LLC|10036013
127995|2698014|Toyota Tsusho Corporation|10036016
128003|2698153|Jiangsu Classic New-Type Medical Products Co., LTD|10036025
128021|2698298|Kiyoujochugiku Co., Ltd|10036033
128034|2876213|San Dimas Luggage Repair and After Sales Services|10036038
128041|2845102|Huangshan Jinfu Medical Equipment Co., Ltd.|10036040
128053|2713682|HeartStitch, Inc.|10036047
128054|2723112|Inhalation Plastics, Inc.|10036046
128055|2866896|Amplion Clinical Communications, Inc.|10036048
128057|2713682|HeartStitch, Inc.|10036047
128061|2723163|Dicom Systems Inc.|10036053
128092|2723224|Weifang Beihai Color Printing Packaging Co., Ltd.|10036057
128119|2713620|LANZHOU WANLI AVIATION ELECTROMECHANICAL INC.|10036061
128124|2927434|RIGHT MFG. CO., LTD.|10036062
128128|2713632|Landauer, Inc|10036064
128131|2723263|Peri-dent Ltd.|10036066
128132|2723269|SCHOTT North America Inc - Lighting and Imaging|10036067
128133|2713693|General Filters Inc|10036068
128157|2957332|NuTech Spine, Inc.|10036081
128165|2713758|Wellmien (Suzhou) Imp. & Exp. Trading Co., Ltd|10036083
128190|2928253|ABB OPTICAL GROUP, LLC|10036093
128193|3555586|Flying Medical USA LLC|10036094
128197|2697938|AMT Global|10036098
128199|2723451|Choah International LLC|10036100
128207|2713918|Permobil (KunShan) Co., Ltd|10036102
128211|2779992|MedVoxel Diagnostics Inc.|10036104
128222|2713795|Sudo Eyewear|10036105
128225|2779067|Variteks Medikal Sanayi ve Ticaret Anonim Sirketi|10036107
128234|2713345|AB Mando|10036109
128245|2695755|MedTech Acuna S.A. de C.V.|10036114
128247|2723295|Care Everywhere LLC|10036115
128252|2713978|Sedic|10036125
128265|2713592|Yuwa Seisakusho KK|10036140
128267|2714178|Valmed Srl|10036141
128281|2723599|Tiercel Technology Corp|10036173
128284|2714077|SRL Dental GmbH|10036174
128286|2777836|ABBOTT LABORATORIES|1415939
128293|2723304|Agile Eyewear Manufacturing Company|10036178
128295|2677058|Mooncup Ltd|10036179
128308|2905121|CROSS PROTECTION M SDN BHD|10036184
128310|3665531|TSS Technologies Inc.|10036190
128330|2825475|TGM Medical Inc.|10036206
128338|2713957|Somnetics International, Inc|10036212
128340|2693502|Venus Concept Ltd.|10036213
128358|1529937|Newtrans International Company|10025324
128380|2713523|USCotton|10036231
128384|3445138|Devicor Medical Products, Inc.|10033297
128388|2780009|Polichem SA|10036234
128399|2714140|Foshan Care Medical Technology Co., Ltd.|10036239
128402|2723545|Frame Holland BV|10036241
128404|2733152|AlgorKorea Co., Ltd.|10036242
128406|2743211|Neos Surgery S.L.|10036243
128421|5435326|Dio Medical Corp.|10036249
128435|2676745|Ningbo Longwell Baby & Beauty Products Co Ltd|10036257
128437|3235135|Wright Health Group|10036258
128447|2926584|PPG Industries|10036261
128461|2763957|medentex LLC|10036262
128488|2743136|Vastrade Manufacturing Corporation|10036268
128503|2743394|Gallop Cycle Corporation|10036275
128506|2733385|Luxury Eyewear Group, LLC|10036277
128525|2926467|NEUPRODUKTS CORP.|10036279
128532|2958038|CSafe Global|10036282
128544|2733482|pjurUSA|10036295
128546|2743461|Airmax B.V.|10036296
128552|2743474|Venus Concept USA Inc.|10036298
128593|2733564|Imperial Trading Limited|10036313
128605|2743602|medical accessories and cables|10036316
128627|2877900|Dental Brands For Less|10036319
128637|2753148|META BIOMED INC.|10036324
128660|2763183|Lifetech Scientific (Shenzhen) Co,.Ltd|10036342
128669|2704036|edelweiss dentistry products gmbh|10036346
128678|2763241|KTR DENTAL|10036354
128693|2932732|Grandway Technology (Shenzhen) Limited|10036359
128705|2763296|Mcure Health Solutions INC|10036361
128713|2753323|SUPERIER TRADERS INTERNATIONAL CO LTD|10036363
128725|2713359|Cosmetic Dental Technology Co., Ltd.|10036364
128734|2753359|Indusbello Industria de Instrumentos odo|10036368
128735|2733582|SONITUS MEDICAL (SHANGHAI) CO., LTD.|10036367
128748|2753411|Silver Star Brands Inc|10036375
128749|2733537|WoundMatrix, Inc.|10036376
128756|2733077|Kinetic Revolutions LLC|10036389
128760|2763413|Melpex Beauty Instruments|10036390
128762|2763421|Z-MEDICAL GMBH & CO. KG|10036391
128776|2753501|Confluent Medical Technologies, Inc.|10033958
128794|2929937|GrandCare Systems|10036404
128813|2753575|Mega Dental Product Co.|10036407
128822|4755428|Gambro Renal Products, Inc.|9038727
128839|2753424|WCH Group, Inc.|10036412
128840|2957869|Blood Cell Storage Inc|10036413
128852|2763623|Insurgical, Inc.|10036428
128862|2580568|MENICON CO. LTD.|9001029
128864|2763677|Zhejiang Linix Motor Co., Ltd.|10036431
128875|2956619|MontJade Engineering Co. Ltd|10036443
128877|2753721|Beijing Syntech Laser Co., Ltd.|10036444
128882|2753745|Hans Korea|10036445
128901|2753524|Delcath Systems, Inc.|10036454
128904|2713978|Sedic|10036125
128915|2460739|3M COMPANY, 3M HEALTH CARE|2110898
128917|2753827|Yongkang Jinkang Health Equipment Factory|10036460
128923|2123448|KARL OTTO BRAUN GmbH & Co. KG|8010200
128925|2494163|coVita|10036465
128926|2763773|Easy Flo-N-Go|10036466
128932|2753792|YKK USA INC|10036470
128936|2743492|US Orthodontic Products|10036473
128937|2906341|Bailey Instruments Ltd|9033619
128940|5045207|Danyang Haiyuan Optical Co., Ltd.|10036474
128944|2928252|CAD Dental Studio|10036477
128970|2754014|DC International LLC|10036489
128978|2754019|Asiaworld Bra Co Ltd|10036491
128999|2764015|Chainworks Incorporated|10036500
129001|2764059|ROCKTAPE INC|10036501
129006|2754083|BESMAX HEALTHCARE INC|10036502
129013|2754116|Oricare Inc.|10036506
129016|3005301|The Knee Walker Company Inc|10036507
129017|2763907|LAITEK Inc.|10036508
129021|2753825|12th Man Technologies Inc|10036511
129045|2763317|PUNTO FA|10036519
129048|2764156|Imagine Nation Books Ltd.|10036520
129065|2764192|Shenzhen Biocare Bio-Medical Equipment Co., LTD|10036523
129069|2763541|pjur Group Luxembourg SA|10036525
129072|2753975|eDevice|10036526
129080|2764221|Sun Fashions Inc.|10036540
129141|2754355|Hebei Hongtai Plastic Products Co.,Ltd.|10036565
129145|2918241|Pressalit|10036566
129166|5444963|OrthoCircle North America, LLC|10036579
129175|2763695|U.S. Pacific Nonwovens Industry Limited|10036582
129195|2754489|LiveData, Inc.|10036591
129210|2958071|Cong Ty TNHH Vivadent|10036594
129216|2764517|Valley Electronics, LLC|10036596
129218|2885064|Harvard Bioscience|9079679
129221|2754545|ArjoHuntleigh AB|10036598
129224|2754539|VUETEK SCIENTIFIC LLC|10036600
129226|2754544|Wenzhou Lookee Industry Co., Ltd.|10036601
129242|2733454|GEMARMED srl|10036608
129249|2764384|WPT Corporation|10036624
129251|4905075|Topway Dental Laboratory|10036623
129263|2754625|GBG Beauty LLC|10036641
129280|2763840|EPR Industries|10036645
129326|4195000|Silvalea Ltd|10036659
129334|2754142|Louis Vuitton Malletier|10036665
129354|2754061|NEOORTHO Produtos Ortopedicos S/A|10036684
129377|2754817|TexMedico Inc.|10036704
129387|2763657|Forward Arch|10036708
129414|2754361|MEDICON HELLAS SA|10036719
129418|2080770|INTELLIGENCE IN MEDICAL TECHNOLOGIES|9062043
129452|4634969|Rayence Co., Ltd.|10036755
129456|2958355|SHANGHAI SANHE MEDICAL INSTRUMENT CO., LTD.|10036757
129462|4135039|EDRD Enterprises, Inc./Dela Cruz|10036767
129468|4395281|Shock Doctor, Inc. dba United Sports Brands|10036770
129469|3015098|RaZbaby|10036771
129480|2775236|Total Joint Orthopedics, Inc.|10036774
129500|2775334|Thai Centri (1995) CO., LTD|10036775
129503|2572270|Modern Dental Laboratory USA, LLC|9059000
129504|2865922|IceCure Medical, Inc.|10036777
129506|2785212|SAKAR INTERNATIONAL, INC.|10036779
129512|2693658|Orthomed, LLC|10036783
129513|2775380|Swarovski Digital Business USA Inc.|10036784
129516|2754792|Greation Manufacturing Inc|10036785
129523|2785405|ARIAS & ARIAS, S.A.|10036787
129526|4585021|Shaser, Inc.|10036788
129561|2775521|Sovereign Enterprise Co., Ltd|10036800
129569|2764843|Getsch + Hiller Medizintechnik GmbH|10036802
129578|2698071|MatOrtho Limited|10036804
129593|2785540|Mount Rogers Industrial & Developmental Center|10036811
129605|2785580|Thermolon Korea Ltd.|10036818
129614|2775268|Tangshan Zhengtong Exhibition Co., Ltd.|10036819
129619|4794973|STUART OPTICS S.L.|10036820
129630|2826009|SURGIONIX|10036824
129658|1971368|DENTSPLY SIRONA INC|2511302
129664|2785424|Island Company|10036831
129690|2775913|TRUE GLOVE FACTORY|10036844
129692|2713111|Metalform Ltd|10036845
129698|2785768|Shanghai Gel King Technology Co., LTD|10036846
129707|5284988|REMINGTON PRODUCTS COMPANY LLC|1523560
129708|2775972|Withings Inc.|10036849
129711|2775970|dentech innovations|10036850
129715|5855034|GRAND TIME ELECTRONIC LTD|10036851
129724|2776031|RadmediX, LLC|10036858
129734|2714032|ARTS STUDIO LIMITED|10036859
129736|2776087|DONGGUAN KAISER  TECHNOLOGY  CO., LTD|10036860
129738|2776098|GLOBAL BEST WAY CO., LTD|10036861
129743|2776114|MobiSupply, LLC|10036864
129770|2743590|Prologue Vision LLC|10036871
129793|2785806|BlueSky Designs, Inc.|10036877
129794|2965046|Royal Oak Medical Devices|10036878
129797|2776240|Quality Assembly & Logistics, LLC|10036879
129801|2776261|Cutting Edge Spine|10036880
129818|3266798|Kunshan Hi-Fortune Health Products Co., Ltd.|10036888
129830|2776024|Medical Instruments Ltd.|10036893
129836|2776232|Dermaroller GmbH|9083602
129839|2061765|CAIRE Inc.|9008476
129846|2786079|Pharma Systems AB|10036898
129861|2776421|BH MEDICAL PRODUCTS CO., LTD|10036911
129865|2776406|Sentio, LLC|10036912
129866|2623547|BEST SANITIZERS, INC.|9065257
129883|2786106|IMAGO EYEWEAR GMBH|10036923
129895|2786157|Laser Therapy Services, LLC|10036930
129911|2785910|Influx Industry Inc|10036940
129920|2786184|Velocity Orthopedics, Inc.|10036951
129928|2826076|ORTEC Co., LTD.|10036960
129969|2776769|Resuscitation International LLC|10037004
129972|2776023|ALTRA INDUSTRIAL MOTION SHENZHEN CO LTD|10037006
129975|2786335|The Eye Shop Inc.|10037007
129993|2776796|A-dec (Hangzhou) Dental Equipment Co., Ltd.|10037012
130004|2786378|SMART GI|10037013
130017|2776727|Celestica Electronics (S) Pte Ltd.|10037016
130021|2776127|MOHBAT EVERFIRST.|9050570
130024|2676168|Performance Optics, LLC|9068868
130028|2786132|Bestcare Medical Co., Ltd.|10037019
130032|1935834|Inmode Ltd.|10037024
130046|2776372|Amann Medical GmbH & Co. KG|10037037
130058|2777144|Linjiang (Holdings) Limited|10037038
130063|2777008|Wim Vinken Service|10037039
130069|2786456|ZheJiang WenZhou Packaging Imp & Exp. Corp.|10037041
130074|5045015|Diatron U.S. Inc|10037043
130077|2764250|Thermor Ltd.|10037045
130080|2786506|INNODEN, LLC|10037046
130085|2915568|Vee International Inc.|10037048
130091|2777946|Alvi Expo|10037049
130099|3265073|SYNTHES GMBH / Synthes Produktions GmbH|9071542
130101|3265073|SYNTHES GMBH / Synthes Produktions GmbH|9071542
130105|3265073|SYNTHES GMBH / Synthes Produktions GmbH|9071542
130133|2776908|Foshan Kosway Electrical LTD|10037060
130140|2787673|Gate Rehab Development AB|10037063
130141|5745106|Agilent Technologies, Inc|10037064
130156|2733425|Hammarplast Medical AB|10037071
130172|2777433|Bluestem Brands Inc.|10037073
130176|2776775|Trinity Guardion, LLC|10037075
130186|2786785|MFG Solutions/Nextern Inc.|10037078
130192|2777494|QBAS Co., Ltd.|10037080
130214|2775077|PathCom Systems Corporation|10037088
130215|2777584|Estetique Inc. USA|10037089
130221|2777607|Sleep Joy International LLC|10037094
130228|2786939|ZHEJIANG TONGDA OPTICAL CO., LTD.|10037095
130230|2774964|Xuchang Zhengde Environstar Medical Products Co.,Ltd.|10037096
130232|2777402|Typhoon Water Wares|10037097
130233|2786492|Micropore Inc|10037098
130241|3175719|Star Dental Supply Inc.|10037101
130261|2787074|T&T medilogic Medizintechnik GmbH|10037104
130280|2786929|entrotech, Inc.|10037110
130281|2777810|Medical Devices Inc.|10037111
130286|3556112|BIOMERIEUX SA|8020790
130294|2777873|BC Group International, Inc.|10037117
130338|2787218|Bay Shore Medical Equipment, LLC|10037139
130356|2787004|Wenzhou Kenbo IMP. & EXP. Co.,LTD|10037150
130357|2777969|CORMAN USA INC.|10037151
130376|2778020|SuZhou Emy Medical Supplies Co.,Ltd.|10037155
130381|4094985|AGFA HEALTHCARE N.V.|9011611
130385|2050007|Mallinckrodt Hospital Products, Inc|1925021
130392|2805313|Aurora Surgical, LLC|10037164
130411|2907128|LONIGO CORP.|9103099
130419|2778166|MEM DENTAL TECHNOLOGY CO LTD|10037177
130431|2787508|Montelle Intimates|10037194
130456|2929564|Optima Products, inc.|10037215
130461|2787596|NAUTILUS SURGICAL, INC.|10037216
130469|5975270|Flextronics International USA, Inc.|9006592
130487|2786926|Primeline Industries|10037228
130499|2787351|Precision Dental Products, LLC|10037240
130525|2787832|Corentec Co., Ltd.|10037247
130543|1927346|PRINT MEDIA, INC.|9072724
130554|2915043|Kosline|10037261
130555|4035000|Illinois Industrial Tool, Inc.|9082140
130558|2787936|DENTALL Co., Ltd.|10037262
130568|2778658|ZHEJIANG MONDIAL ELECTRONIC TECHNOLOGY.,LTD.|10037265
130577|2787966|BLUE ORTHO|10037278
130579|4905094|Philips Medical Systems International BV|9077981
130581|2703893|Liberty Medical Inc|10037279
130609|2778762|GYROZEN CO., LTD.|10037288
130625|2778834|Selective Surgical, Inc.|10037297
130646|2918228|DETEC DENTAL JOINT STOCK COMPANY|10037300
130659|2928752|Creative International Concept(CIC)Eyewear Manufacturer Ltd.|10037301
130665|5274976|Vivid Medical|10037303
130670|4135125|Teleflex Medical|9062981
130685|2778939|Wenzhou Sunrise Industrial and Trading Co. Ltd.|10037320
130687|2788327|reflexonic|10037321
130693|5265007|TANGSHAN BAOJIE GLOVE CO LTD|10037324
130695|2777497|TANGSHAN XIANGRUI  PLASTIC PRODUCTS CO LTD|10037325
130697|2777500|TANGSHAN  KAIYUE GLOVE CO LTD|10037326
130708|1905205|Hangzhou Shanyou Medical Equipment Co., LTD|10026601
130710|2787627|Tung Ling Industrial Co. Ltd.|10037328
130712|4165023|Ivantis, Inc.|10037330
130723|2788496|Better Life Solutions Ltd.|10037338
130731|1091371|B. BRAUN MELSUNGEN AG|8010484
130745|2786018|Suzhou Yamato Medical Materials Co. LTD.|10037345
130756|2788922|Labworks Australia Pty Ltd|10037346
130767|2779289|Ningbo Shun Ye Medical Company, Ltd.|10037350
130782|2788640|Tornado Plastics|10037365
130787|2779316|Evans Manufacturing|10037367
130791|2779336|Worldwide Packaging, Inc|10037370
130809|954156|STANDARD TEXTILE CO., INC.|1527185
130814|2778866|TOP CLEAN INJECTION|10037377
130815|2779413|Sildan|10037376
130817|2788754|K.U.K. SEILHEIMER GMBH|9028574
130820|2788677|VS Industry Vietnam Joint Stock Company|10037379
130841|2779499|Primasil Silicones Limited|10037387
130852|2778023|Airnergy International GmbH|10037391
130853|2788673|Corepoint Health|10037392
130865|2788874|Shanghai Xingwei Handicraft Ltd.|10037407
130873|984691|TRIAID, INC.|9026862
130914|2779665|Chopard USA Ltd.|10037423
130927|2779716|Radialogica LLC|10037430
130948|2779777|Tactical & Survival Specialties, Inc.|10037436
130957|2789148|PREMIER MEDICAL GLOVES FACTORY|10037441
130960|2789161|Therapeutic Mobilization Devices, LLC c/o Dr. Howard Israel|10037443
130968|2916370|Smith & Nephew, Inc.|1020279
130990|2779943|HTE INVESTMENT GROUP LLC|10037456
131001|2779987|Bosung Meditech Co., Ltd|10037460
131020|2789392|MORE MEDICAL GLOBAL CO., LTD|10037466
131021|2788653|Breathe Max Inc.|10037467
131044|2623474|Alpinion Medical Systems Co., Ltd.|10037469
131071|2789445|DMP Dental Industry S.A.|10037473
131085|4144991|MedCAD|10037478
131114|2789526|BIOMATE MEDICAL DEVICES TECHNOLOGY CO., LTD|10037488
131122|2789560|BEMER USA, LLC|10037491
131125|2789564|EURL X CREATION / XAVIER DEROME|10037492
131142|2017327|Dyansys|10030051
131147|2928336|Girgis Scope LLC|10037496
131187|2780315|Aikin Holding Corp.|10037503
131195|2956357|Mobility Lifter, LLC|10037507
131214|2786880|nu-beca & maxcellent co.|10037516
131220|4315272|PROSTALUND AB|9047698
131222|2789787|OWP USA Inc.|10033780
131227|2780415|Precision Optical Products, LLC.|10037518
131230|2780413|Etac Supply Center AB|10037519
131240|4925257|Fujimi Technologies, Inc|10037522
131247|3555211|Amity Holdings LLC  dba Medicore Medical Supply|1031058
131254|2789884|Nutriworks Limited|10037525
131266|2780521|GDA MARKETING LIMITED|10036203
131271|2789396|Dmed|10037526
131284|2780582|BraceLab|10037532
131297|2806059|QUALITY LIFE TECHNOLOGIES CO LTD|10037536
131304|2780089|HEALTHLINE TRADING LLC.|10037538
131311|2805050|Faxitron Bioptics, LLC|10037541
131314|2795280|Justcon Dental LAB|10037543
131315|2795140|Xara Soccer|10037544
131325|2805049|Sonetik AG|10037548
131331|2805314|Fidia Pharma USA Inc.|10037556
131335|2805083|Greenville Dental Lab|10037558
131338|2775202|Instrumed Surgical|10037559
131344|2956445|SANO Transportgeraete GmbH|10037560
131350|2805149|Spiegelberg GmbH & Co. KG|10037562
131354|2804975|Neodyne Biosciences, Inc.|10037564
131368|2073431|Dr.Collins, Inc.|10030993
131379|2780213|Comoframe Srl|10037577
131393|2795319|DMPUSA, LLC|10037583
131399|2789104|Nutraceutical Corporation|10037585
131400|2789619|Global Grins|10037586
131403|2795375|Haemo-Sol International, LLC|10037587
131405|2795342|Edu-Science (USA) Inc.|10037588
131414|2925224|Jianhe Medical Articles Co  Ltd|9051109
131418|2780297|YUE HUEI CO., LTD.|10037591
131421|2775469|SOMNOMED INC.|9071127
131423|2805178|R Kion Corporation|10037593
131426|2926249|Jiangmen Jia Mei Medical Products Co., Ltd.|10037595
131430|2805434|Europa International|10037596
131436|2805468|Prospera Corporation|10037598
131486|3266227|APPLIED SPECTRAL IMAGING Ltd.|9031915
131488|2926697|MAM International AG|9054867
131506|2795389|KNITTEL GLAESER|9042741
131508|2777659|Kalitec Medical|10037099
131514|2805460|BGSS COMPANY INC|10037614
131529|2795657|SHENZHEN HEALTHCARE ELECTRONIC TECHNOLOGY CO., LTD.|10037620
131534|993626|American Contract Systems|9045308
131552|2795176|Caldera International, Inc.|10037632
131553|2805025|ROBRADY Design|10037633
131558|2795775|Dentists InterNational Lab|10037637
131569|2086070|WILLIAM DEMANT HOLDING A/S|8010048
131572|2805633|Fairhaven Health|10037641
131590|2695493|SINCLAIR DENTAL CO. LTD.|10037647
131591|2805777|Silk Road Medical, Inc.|10037648
131609|2795956|INVITROCARE INC|10037654
131627|2806089|London Luxury LLC|10037670
131629|1917687|ZIMMER, INC.|1822565
131630|2928280|DermaMed Solutions, LLC.|10037671
131638|2917977|Glass-U LLC dba NEU|10037676
131664|2957958|Nissha FIS, Inc.|10037684
131672|2806202|NiTec Eyewear (Dalian) Inc.|10037685
131686|2573080|Tridien Medical|10034613
131695|2776688|DOT GmbH|10037690
131703|4905084|Restoration Robotics Inc.|10037692
131707|4915113|Plan 1 Health, S.r.l.|10037694
131711|2806056|LPL (Hui Zhou) Glove Co., Ltd.|10037695
131716|2815002|Endoclear LLC|10037698
131726|3224988|BestWay Sports Co. Ltd|10037702
131734|2814958|Central Surgical Co. Pvt. Ltd.|10037705
131737|2584466|Randmark Dental Products, LLC|10037706
131739|2826177|DentalWorx / LTD Dental Lab|10037707
131757|2930151|China Qingdao Bright Medical Manufacturing CO.,Ltd.|10025835
131766|2805317|Holistic Technologies LLC|10037715
131769|2806404|Medical Test Supply|10037716
131775|3556780|Ching Hai Optical. Co., Ltd.|10037718
131779|2926697|MAM International AG|9054867
131781|2806204|SIGMA LABORZENTRIFUGEN GMBH|10037720
131782|2806428|Precious Arrows|10037721
131783|2984950|4WEB, INC|10037722
131809|2815300|MK-dent GmbH|10037735
131817|2806582|Electro Kinetic Technologies|10037738
131821|2103205|PAUL HARTMANN AG|8010690
131822|2723556|Ix Medical, Inc.|10037740
131841|3247177|RB Health (US) LLC|9004884
131858|2018081|BETO ENG. & MKTG., CO., LTD.|9054913
131874|2645723|FGX INTERNATIONAL INC.|9003810
131893|2815473|EZ Pedo Incorporated|10037769
131901|4895080|Valumax International Inc.|10037775
131909|2815629|X-L-ENT Care Products Inc.|10037778
131916|2806848|Maire-Didier|10037781
131917|2815646|Ascend Surgical Sales, LLC|10037782
131932|2795968|Hitachi Vantara Corporation|10037784
131933|2806937|HEAT IN A CLICK LLC|10037785
131936|2806943|Globalmax Associates Inc|10037788
131938|2915404|SENTAGE CORPORATION|9052467
131940|2795454|Enventys Medical|10037789
131953|3445457|Signature Orthopaedics Pty Limited|10037793
131978|1935834|Inmode Ltd.|10037024
131984|3155011|Comfytopia Inc|10037803
131996|2806371|Forte Automation Systems, Inc.|10037805
132003|2807070|RoG Sports Medicine, Inc|10037806
132013|2816058|Cedars-Sinai Medical Center : AIM Program|10037809
132029|2807118|Coxon Medical ( Shanghai) Co.,Ltd|10037812
132036|2816165|Gerald Simonds Healthcare Ltd.|10037815
132038|952126|AQUA LEISURE INDUSTRIES, INC.|1221480
132089|2835137|Wenzhou Ouxin Foreign Trade Co., Ltd.|10037821
132102|2835045|Stage|10037824
132117|2915433|Shei Chung Hsin Ind. Co., Ltd/Sheico Group|10033713
132131|2825062|Medimaging Integrated Solution Inc.|10037829
132133|5475058|biviax GmbH & Co KG|10037830
132154|2835305|SuZhou PiPi Imp Exp Corp|10037836
132161|3266059|Ascom (Sweden) AB|10037837
132168|2957706|Innonix Technologies Limited|10037840
132171|2835342|Estede Herstellung und Vertrieb von Markenartikel GmbH|10037842
132173|2825195|MATPLUS, INC|10037844
132176|2695079|Armor Plast Ltd|10037845
132204|2825054|Xindi Medical & Protective Products Ltd|10037850
132216|1906116|NUVASIVE, INC.|9036345
132246|2835493|Scientek Technology Corporation|10037867
132250|4094985|AGFA HEALTHCARE N.V.|9011611
132254|2835364|Wuhan Xindi International Trade Co Ltd|10037869
132264|1139169|ANSELL HEALTHCARE PRODUCTS LLC|8020065
132265|2835545|JW SUN Corporation|10037873
132274|2835598|Shenzhen Pango Electronic Co.,Ltd|10037877
132283|2776524|METAX Kupplungs- und Dichtungstechnik GmbH|10037878
132293|4035011|Dolor Technologies LLC|10037883
132301|2835660|Figure 8 Surgical, Inc.|10037886
132312|2695079|Armor Plast Ltd|10037845
